Iteration	Posterior	Likelihood	Prior	distance_scale	extirpation_rate	log10_rate_bg	rate_bg
3260	-29.2777	-24.2102	-5.06747	0.01	1.015108	-2.598041	0.002523245
3270	-31.6214	-23.6512	-7.97019	0.01	2.438239	-1.729374	0.01864772
3280	-31.3855	-22.5651	-8.82049	0.01	2.855623	-1.872686	0.01340646
3290	-28.7414	-23.9708	-4.77059	0.01	0.646974	-2.392807	0.004047558
3300	-28.7053	-23.9393	-4.76601	0.01	0.7131648	-2.404249	0.003942311
3310	-30.3028	-24.9428	-5.35995	0.01	1.186727	-2.832495	0.001470634
3320	-28.8093	-23.7927	-5.01667	0.01	0.9811235	-2.419467	0.003806567
3330	-29.0506	-23.7253	-5.32526	0.01	1.167753	-2.438025	0.003647326
3340	-28.6441	-23.6941	-4.94995	0.01	0.9328668	-2.335638	0.004617027
3350	-28.9712	-24.078	-4.8932	0.01	0.5326595	-2.410032	0.003890169
3360	-29.2721	-23.1327	-6.13941	0.01	1.57538	-2.084419	0.008233431
3370	-30.3852	-22.7566	-7.62856	0.01	2.274883	-1.959545	0.01097628
3380	-29.0321	-24.1276	-4.90453	0.01	0.896508	-1.964672	0.01084745
3390	-29.394	-23.0486	-6.34542	0.01	1.672668	-2.178675	0.006627126
3400	-31.4164	-25.2177	-6.19868	0.01	1.603473	-2.926976	0.001183106
3410	-29.5159	-23.0138	-6.50211	0.01	1.746169	-2.199194	0.006321298
3420	-29.2377	-24.4534	-4.78424	0.01	0.7613726	-1.937323	0.01155252
3430	-28.6161	-23.8515	-4.7646	0.01	0.7051628	-2.319715	0.004789447
3440	-29.1902	-23.2075	-5.98272	0.01	1.500567	-2.240419	0.005748844
3450	-29.6553	-23.8544	-5.80095	0.01	1.412413	-1.877224	0.01326709
3460	-32.9123	-21.798	-11.1142	0.01	4.083629	-1.897189	0.01267101
3470	-29.2347	-23.2317	-6.00299	0.01	1.5103	-2.268284	0.005391575
3480	-29.2774	-24.4752	-4.80227	0.01	0.5977258	-2.625564	0.002368297
3490	-29.5395	-23.8881	-5.6514	0.01	1.338268	-2.534316	0.002922026
3500	-31.5544	-25.8474	-5.70698	0.01	1.366033	-3.068004	0.0008550581
3510	-28.6733	-23.9099	-4.76334	0.01	0.6837454	-2.150212	0.007076001
3520	-31.5759	-26.1944	-5.38155	0.01	1.198413	-3.144206	0.0007174541
3530	-29.4879	-24.7242	-4.76371	0.01	0.6974452	-1.907726	0.01236728
3540	-31.9325	-23.7462	-8.1863	0.01	2.542749	-2.614449	0.00242969
3550	-29.0447	-23.6599	-5.38477	0.01	1.200145	-2.415612	0.003840503
3560	-28.597	-23.8067	-4.79032	0.01	0.7720325	-2.155593	0.006988867
3570	-28.654	-23.8682	-4.78587	0.01	0.764347	-2.116401	0.007648897
3580	-29.9554	-22.875	-7.08035	0.01	2.016475	-2.004175	0.009904317
3590	-30.6639	-25.5355	-5.12834	0.01	1.053624	-1.723848	0.01888651
3600	-28.7392	-23.6326	-5.1066	0.01	1.040098	-2.077311	0.008369303
3610	-32.9335	-21.8071	-11.1264	0.01	4.090589	-1.891266	0.012845
3620	-34.4265	-23.6956	-10.7309	0.01	3.866586	-1.597954	0.02523749
3630	-28.6744	-23.5696	-5.10473	0.01	1.038928	-2.124128	0.007514015
3640	-28.9437	-24.0368	-4.90691	0.01	0.525725	-2.197208	0.006350263
3650	-31.6975	-22.4148	-9.2827	0.01	3.090188	-2.249429	0.005630817
3660	-29.4337	-24.6685	-4.7652	0.01	0.7089049	-1.913772	0.01219629
3670	-29.2565	-24.4931	-4.76345	0.01	0.6935965	-1.951186	0.01118958
3680	-34.1019	-25.5395	-8.56234	0.01	2.727087	-1.525285	0.02983425
3690	-29.0263	-23.996	-5.03026	0.01	0.9904075	-1.966032	0.01081355
3700	-30.5277	-22.5496	-7.97813	0.01	2.44206	-2.024585	0.009449645
3710	-28.6347	-23.5399	-5.0948	0.01	1.032656	-2.176839	0.006655204
3720	-28.8893	-23.7192	-5.17011	0.01	1.078975	-2.411103	0.003880581
3730	-29.0289	-23.3455	-5.68345	0.01	1.354315	-2.064307	0.008623685
3740	-28.7506	-23.5867	-5.16389	0.01	1.075249	-2.327917	0.004699843
3750	-35.9885	-28.7624	-7.22609	0.01	2.084828	-3.735032	0.0001840638
3760	-30.123	-25.3549	-4.76816	0.01	0.6541711	-2.905932	0.001241847
3770	-28.7731	-23.6699	-5.10321	0.01	1.037969	-2.058695	0.008735842
3780	-30.2192	-24.7209	-5.49835	0.01	1.260167	-2.778131	0.001666743
3790	-28.8502	-24.0046	-4.84557	0.01	0.5611108	-2.362894	0.004336164
3800	-30.436	-24.4079	-6.02811	0.01	1.522332	-2.713475	0.001934307
3810	-28.7019	-23.5947	-5.10715	0.01	1.040447	-2.101761	0.007911142
3820	-28.6739	-23.6516	-5.0223	0.01	0.9849872	-2.33054	0.00467154
3830	-29.946	-22.7888	-7.15718	0.01	2.052486	-2.149809	0.007082568
3840	-29.4342	-23.5363	-5.89789	0.01	1.459649	-2.420753	0.003795312
3850	-28.6319	-23.5562	-5.07574	0.01	1.020462	-2.164257	0.006850825
3860	-28.9028	-23.9973	-4.90543	0.01	0.5264503	-2.266768	0.005410433
3870	-31.1236	-23.9204	-7.20324	0.01	2.074097	-1.74256	0.01809006
3880	-28.5477	-23.7093	-4.83831	0.01	0.8341702	-2.248482	0.0056431
3890	-28.662	-23.5671	-5.09485	0.01	1.032686	-2.280903	0.005237177
3900	-28.7094	-23.9341	-4.77532	0.01	0.6359922	-2.351957	0.004446751
3910	-28.8865	-23.7116	-5.17486	0.01	1.081813	-2.408011	0.003908313
3920	-29.3742	-23.7789	-5.59525	0.01	1.309921	-2.489782	0.003237563
3930	-29.9208	-23.7734	-6.14747	0.01	1.579207	-2.529166	0.002956883
3940	-29.0019	-23.6219	-5.37999	0.01	1.197573	-2.005199	0.009880994
3950	-29.3543	-23.6132	-5.74112	0.01	1.382963	-2.437331	0.003653164
3960	-28.6348	-23.6537	-4.98113	0.01	0.9560329	-2.31401	0.004852772
3970	-28.7644	-23.9818	-4.78258	0.01	0.7582192	-2.447924	0.003565137
3980	-28.987	-23.2609	-5.72618	0.01	1.375567	-2.183101	0.006559927
3990	-28.8332	-23.9327	-4.9005	0.01	0.8930866	-2.464002	0.003435567
4000	-32.1238	-25.3287	-6.7951	0.01	1.883105	-2.966462	0.001080285
4010	-28.9964	-24.2055	-4.79089	0.01	0.7729658	-2.554505	0.002789299
4020	-28.7318	-23.5657	-5.16607	0.01	1.076556	-2.311392	0.00488212
4030	-29.1012	-23.9246	-5.17652	0.01	1.082805	-2.504225	0.003131665
4040	-28.9187	-24.1537	-4.76502	0.01	0.7078515	-2.028713	0.009360244
4050	-30.1637	-23.3423	-6.82136	0.01	1.895371	-2.423277	0.003773311
4060	-29.3034	-23.8522	-5.45127	0.01	1.235541	-1.924826	0.01188979
4070	-29.0382	-23.2279	-5.8103	0.01	1.416993	-2.171578	0.006736305
4080	-30.7668	-25.9303	-4.83648	0.01	0.8321925	-3.06587	0.0008592714
4090	-29.6862	-24.1863	-5.49986	0.01	1.260954	-2.622671	0.002384127
4100	-29.1098	-24.1617	-4.94806	0.01	0.5071455	-2.456038	0.003499145
4110	-29.7101	-23.6121	-6.09804	0.01	1.555709	-2.468896	0.003397064
4120	-29.5428	-24.153	-5.38974	0.01	0.392717	-2.367892	0.00428655
4130	-29.8259	-23.8359	-5.99004	0.01	1.504087	-2.539984	0.002884134
4140	-28.8164	-23.9883	-4.82811	0.01	0.8228617	-2.03238	0.009281542
4150	-30.4585	-22.7671	-7.69139	0.01	2.304769	-2.250274	0.00561987
4160	-30.6711	-25.6414	-5.02977	0.01	0.9900758	-3.001048	0.00099759
4170	-29.3919	-24.3809	-5.01104	0.01	0.4833755	-2.060353	0.008702557
4180	-29.5413	-24.7767	-4.76459	0.01	0.6699367	-2.738574	0.001825685
4190	-30.3547	-23.2438	-7.11083	0.01	2.030758	-1.867602	0.01356432
4200	-29.1754	-24.404	-4.77131	0.01	0.6451076	-2.607279	0.002470138
4210	-29.189	-23.704	-5.48501	0.01	1.253223	-2.448328	0.003561821
4220	-30.5122	-23.3789	-7.1333	0.01	2.04129	-2.457678	0.003485957
4230	-29.6818	-24.7875	-4.8943	0.01	0.8877611	-2.7647	0.001719096
4240	-28.815	-23.7847	-5.03034	0.01	0.9904608	-2.031989	0.009289903
4250	-30.8327	-23.7649	-7.06786	0.01	2.010626	-1.774353	0.01681308
4260	-29.0475	-24.1435	-4.90397	0.01	0.896032	-1.960996	0.01093966
4270	-29.3376	-24.4189	-4.91868	0.01	0.5200966	-2.033065	0.009266908
4280	-28.9678	-23.4355	-5.5323	0.01	1.277732	-2.05289	0.008853408
4290	-29.4995	-24.6018	-4.89772	0.01	0.5303261	-2.660677	0.002184354
4300	-30.8729	-25.3395	-5.53338	0.01	0.3695301	-2.879076	0.001321065
4310	-30.2168	-22.9685	-7.24832	0.01	2.095273	-2.302924	0.00497824
4320	-28.6954	-23.9231	-4.77225	0.01	0.6427769	-2.178452	0.006630523
4330	-29.3622	-23.0598	-6.30237	0.01	1.652411	-2.173203	0.006711147
4340	-31.3057	-22.2343	-9.07146	0.01	2.982258	-2.004827	0.009889476
4350	-33.1676	-26.5469	-6.62074	0.01	1.801653	-3.2429	0.0005716097
4360	-30.3488	-23.7796	-6.56921	0.01	1.777562	-1.812586	0.01539623
4370	-30.7247	-24.3917	-6.33294	0.01	1.666799	-2.720649	0.001902616
4380	-29.919	-23.0119	-6.90708	0.01	1.935421	-1.966391	0.01080461
4390	-30.7262	-25.147	-5.57915	0.01	1.301733	-1.718728	0.01911051
4400	-32.2182	-22.0831	-10.1351	0.01	3.539114	-2.175853	0.00667033
4410	-34.953	-21.6191	-13.3339	0.01	5.447186	-1.771269	0.01693287
4420	-30.5796	-22.5056	-8.07404	0.01	2.48834	-2.051073	0.008890508
4430	-34.1062	-21.8604	-12.2458	0.01	4.755177	-2.254687	0.00556305
4440	-31.0309	-25.9082	-5.12268	0.01	1.050124	-1.689981	0.02041828
4450	-29.1726	-23.1626	-6.01007	0.01	1.513694	-2.115233	0.007669506
4460	-29.1017	-24.3318	-4.76993	0.01	0.648777	-2.003361	0.009922907
4470	-30.7457	-24.6542	-6.09151	0.01	1.5526	-2.781948	0.001652161
4480	-29.309	-23.9054	-5.40358	0.01	1.210237	-2.52013	0.003019044
4490	-32.087	-23.0951	-8.99195	0.01	2.941958	-1.747984	0.01786553
4500	-29.0227	-24.1296	-4.89308	0.01	0.8866993	-2.547006	0.00283788
4510	-30.6006	-22.6236	-7.977	0.01	2.441516	-2.202883	0.006267829
4520	-31.3849	-22.8478	-8.53713	0.01	2.714625	-2.362538	0.004339724
4530	-28.9116	-24.0435	-4.86809	0.01	0.8640886	-2.506928	0.00311223
4540	-31.8056	-22.5585	-9.24708	0.01	3.071901	-1.833952	0.01465711
4550	-30.4935	-22.8092	-7.68436	0.01	2.301423	-2.272349	0.005341352
4560	-30.0279	-23.0648	-6.96318	0.01	1.961647	-2.318312	0.004804945
4570	-29.5257	-23.1069	-6.41885	0.01	1.707152	-2.263101	0.005456314
4580	-29.3337	-24.5077	-4.82604	0.01	0.8204856	-1.909343	0.01232132
4590	-29.0535	-23.734	-5.31947	0.01	1.164562	-1.979638	0.01048001
4600	-29.0551	-24.2228	-4.83226	0.01	0.5708053	-2.06905	0.008530026
4610	-29.1399	-23.7739	-5.36596	0.01	1.189989	-1.959089	0.0109878
4620	-28.6949	-23.9308	-4.76413	0.01	0.6732806	-2.376209	0.004205243
4630	-28.7547	-23.4863	-5.26846	0.01	1.13608	-2.115366	0.00766715
4640	-29.4579	-23.3009	-6.15699	0.01	1.58372	-1.97727	0.01053732
4650	-29.0002	-24.1568	-4.8434	0.01	0.5626233	-2.47546	0.003346108
4660	-28.8588	-24.0746	-4.78416	0.01	0.6205326	-2.450101	0.003547306
4670	-29.0892	-23.7642	-5.32495	0.01	1.167583	-2.455332	0.003504837
4680	-30.0006	-23.3873	-6.61327	0.01	1.798165	-2.424334	0.003764138
4690	-28.8182	-24.0528	-4.76532	0.01	0.665716	-2.454693	0.003509996
4700	-29.5302	-24.6243	-4.90592	0.01	0.8976806	-2.716891	0.001919152
4710	-30.7199	-22.8352	-7.88471	0.01	2.397162	-2.306047	0.004942567
4720	-29.2283	-24.2078	-5.02047	0.01	0.480178	-2.473047	0.003364751
4730	-29.8118	-24.3905	-5.42137	0.01	1.219722	-1.828193	0.01485276
4740	-29.7205	-24.1864	-5.53409	0.01	0.3694251	-2.23536	0.00581621
4750	-28.6132	-23.6561	-4.95713	0.01	0.9383078	-2.303	0.004977376
4760	-29.2225	-24.183	-5.03951	0.01	0.4739577	-2.454607	0.003510695
4770	-30.8988	-22.3756	-8.52324	0.01	2.707763	-2.08278	0.008264563
4780	-29.0602	-23.693	-5.36727	0.01	1.190697	-2.42881	0.003725543
4790	-28.9048	-23.9181	-4.98667	0.01	0.9600296	-1.998868	0.01002611
4800	-28.6852	-23.9216	-4.76362	0.01	0.6783713	-2.371568	0.004250423
4810	-29.1519	-24.3766	-4.77533	0.01	0.7427443	-2.614185	0.002431168
4820	-28.8577	-24.0053	-4.85232	0.01	0.8487398	-2.015904	0.009640413
4830	-28.629	-23.7264	-4.90257	0.01	0.8948528	-2.340187	0.004568917
4840	-28.9839	-23.3528	-5.63106	0.01	1.328035	-2.272263	0.005342408
4850	-28.5581	-23.7742	-4.78392	0.01	0.760768	-2.234953	0.005821658
4860	-28.6012	-23.5717	-5.02949	0.01	0.9898834	-2.213901	0.006110813
4870	-28.5705	-23.7972	-4.77322	0.01	0.7374906	-2.226388	0.005937617
4880	-28.9808	-24.0034	-4.97738	0.01	0.9533093	-1.97688	0.01054677
4890	-34.2887	-22.1396	-12.1491	0.01	4.695909	-1.732422	0.01851731
4900	-33.911	-24.6179	-9.29308	0.01	3.095527	-1.568174	0.02702878
4910	-29.9926	-22.7663	-7.22631	0.01	2.084931	-2.061063	0.008688348
4920	-29.0631	-23.3466	-5.71651	0.01	1.370767	-2.053342	0.008844179
4930	-31.8606	-22.645	-9.21565	0.01	3.055795	-2.335186	0.004621834
4940	-28.9604	-23.4757	-5.48469	0.01	1.253056	-2.044021	0.009036055
4950	-29.8168	-25.0086	-4.80816	0.01	0.5916783	-2.801435	0.001579667
4960	-29.6431	-24.2973	-5.34574	0.01	1.178989	-2.647775	0.002250222
4970	-29.5206	-24.6461	-4.87453	0.01	0.8700973	-2.720558	0.001903014
4980	-30.1019	-23.7836	-6.31823	0.01	1.659877	-1.835127	0.01461749
4990	-29.1966	-24.4331	-4.76352	0.01	0.6948192	-1.963233	0.01088346
5000	-31.6138	-26.4381	-5.17577	0.01	1.082358	-3.197964	0.0006339226
5010	-29.5326	-24.2161	-5.31648	0.01	1.16291	-2.620146	0.002398027
5020	-29.3509	-23.0695	-6.28142	0.01	1.642544	-2.17977	0.006610435
5030	-31.947	-23.5572	-8.38982	0.01	2.642108	-2.571389	0.002682941
5040	-29.9661	-23.0606	-6.90551	0.01	1.934687	-1.946864	0.01130151
5050	-30.989	-25.47	-5.51902	0.01	0.3716842	-2.917049	0.00121046
5060	-28.7948	-23.4238	-5.37101	0.01	1.192723	-2.246011	0.005675305
5070	-30.6614	-25.1686	-5.49288	0.01	0.3756917	-1.938407	0.01152373
5080	-28.6822	-23.8795	-4.80269	0.01	0.7908694	-2.093105	0.008070392
5090	-28.8998	-23.8989	-5.00088	0.01	0.9701288	-2.468346	0.003401367
5100	-30.1064	-25.1502	-4.95621	0.01	0.9376196	-2.870427	0.001347638
5110	-30.1526	-25.2941	-4.85849	0.01	0.8548633	-2.903355	0.001249239
5120	-29.795	-22.8399	-6.95515	0.01	1.957892	-2.103473	0.007880023
5130	-29.4251	-24.6192	-4.8059	0.01	0.7953076	-2.703597	0.001978803
5140	-29.8362	-23.3754	-6.46088	0.01	1.726856	-2.406829	0.003918963
5150	-28.9762	-23.6982	-5.27807	0.01	1.141498	-2.41842	0.003815751
5160	-30.8543	-22.3943	-8.46003	0.01	2.676605	-2.041562	0.009087363
5170	-29.7131	-23.4232	-6.28986	0.01	1.646518	-1.917419	0.0120943
5180	-29.346	-23.0734	-6.27257	0.01	1.63837	-2.0986	0.007968927
5190	-29.7627	-23.1756	-6.58709	0.01	1.785925	-1.953224	0.0111372
5200	-29.045	-24.2623	-4.78263	0.01	0.6229127	-2.544983	0.002851128
5210	-29.4132	-24.2585	-5.15474	0.01	0.4415738	-2.126873	0.007466676
5220	-28.6971	-23.9024	-4.79473	0.01	0.7791056	-2.088646	0.008153681
5230	-29.2488	-24.2036	-5.04515	0.01	1.00041	-2.593558	0.002549422
5240	-29.2639	-24.3216	-4.94227	0.01	0.5095863	-2.542633	0.0028666
5250	-30.307	-23.634	-6.67299	0.01	1.82607	-1.828896	0.01482872
5260	-32.8118	-24.568	-8.24377	0.01	2.570714	-2.819138	0.001516568
5270	-29.8262	-22.9464	-6.87974	0.01	1.922644	-2.235582	0.005813237
5280	-30.0519	-22.7302	-7.32169	0.01	2.12978	-2.072715	0.00845834
5290	-29.9382	-23.2532	-6.68497	0.01	1.831665	-2.376118	0.004206119
5300	-28.7443	-23.5899	-5.15443	0.01	1.069547	-2.327396	0.004705486
5310	-29.4034	-23.5191	-5.88429	0.01	1.453053	-2.411855	0.003873869
5320	-32.5778	-22.8126	-9.76519	0.01	3.341571	-2.419788	0.003803753
5330	-29.2522	-24.0864	-5.16573	0.01	0.4388568	-2.274935	0.00530964
5340	-29.3892	-24.6192	-4.76997	0.01	0.7281885	-1.916612	0.01211681
5350	-29.0234	-23.3058	-5.71753	0.01	1.371276	-2.254251	0.005568632
5360	-28.9392	-24.0111	-4.92819	0.01	0.5157437	-2.254191	0.005569408
5370	-28.834	-23.3808	-5.45318	0.01	1.236548	-2.13512	0.007326214
5380	-31.0686	-22.7851	-8.28353	0.01	2.590101	-1.8647	0.01365526
5390	-28.9139	-24.0724	-4.84151	0.01	0.8375878	-2.000305	0.009992973
5400	-28.7341	-23.9303	-4.80379	0.01	0.5961216	-2.284735	0.005191164
5410	-29.363	-23.503	-5.86007	0.01	1.441289	-2.401933	0.003963389
5420	-30.3503	-24.6529	-5.69737	0.01	1.361255	-2.76754	0.00170789
5430	-30.5241	-22.5532	-7.97094	0.01	2.438599	-2.022936	0.00948559
5440	-29.6332	-24.8171	-4.81613	0.01	0.8086016	-2.765741	0.001714979
5450	-29.2562	-24.3798	-4.87638	0.01	0.8717914	-2.635192	0.00231637
5460	-29.036	-24.2394	-4.79666	0.01	0.7820689	-2.569678	0.00269353
5470	-29.8266	-22.826	-7.00054	0.01	1.979122	-2.098705	0.007966996
5480	-31.6305	-26.213	-5.41756	0.01	1.217694	-3.149253	0.0007091651
5490	-29.7983	-25.0002	-4.7981	0.01	0.7842235	-1.842976	0.01435569
5500	-29.4334	-24.1673	-5.26605	0.01	1.134713	-2.600471	0.002509163
5510	-30.1079	-24.4525	-5.65539	0.01	0.3524412	-2.104277	0.007865436
5520	-29.6249	-23.0693	-6.55559	0.01	1.771195	-2.006697	0.009846971
5530	-28.5645	-23.754	-4.81048	0.01	0.8014049	-2.291224	0.005114182
5540	-28.5823	-23.7817	-4.80063	0.01	0.7879208	-2.315251	0.00483893
5550	-29.4794	-24.5611	-4.91826	0.01	0.9078927	-2.698553	0.002001923
5560	-29.0738	-23.7912	-5.2826	0.01	1.144042	-2.461743	0.003453481
5570	-29.2689	-24.3678	-4.90112	0.01	0.8936167	-1.91408	0.01218766
5580	-29.0276	-24.1583	-4.86934	0.01	0.8652595	-1.967801	0.0107696
5590	-29.1944	-24.0878	-5.10663	0.01	1.040121	-2.558615	0.002763023
5600	-29.1546	-23.7212	-5.43333	0.01	1.226069	-2.44976	0.003550096
5610	-29.8061	-24.6268	-5.17921	0.01	1.084401	-1.823504	0.01501398
5620	-28.9671	-23.2869	-5.6802	0.01	1.352691	-2.209974	0.006166315
5630	-28.7455	-23.619	-5.12651	0.01	1.052494	-2.077734	0.008361146
5640	-28.6748	-23.8706	-4.80413	0.01	0.7928735	-2.394873	0.004028353
5650	-29.1049	-23.2657	-5.83923	0.01	1.431134	-2.072766	0.008457348
5660	-28.5859	-23.8187	-4.76723	0.01	0.7185125	-2.28016	0.005246137
5670	-29.6589	-24.4637	-5.19522	0.01	0.4318289	-2.060337	0.008702885
5680	-30.642	-23.3857	-7.25626	0.01	2.099005	-2.467467	0.00340826
5690	-28.6566	-23.6129	-5.04368	0.01	0.9994316	-2.11989	0.007587691
5700	-28.6478	-23.864	-4.78376	0.01	0.7604691	-2.373838	0.004228265
5710	-29.5393	-24.3588	-5.1805	0.01	0.4352924	-2.091537	0.008099595
5720	-28.8552	-24.0395	-4.81565	0.01	0.5846044	-2.141914	0.007212511
5730	-31.9448	-22.3154	-9.62939	0.01	3.270112	-2.237148	0.005792311
5740	-30.3785	-22.7039	-7.67462	0.01	2.296784	-1.979436	0.0104849
5750	-29.086	-24.2262	-4.85978	0.01	0.5517509	-2.077429	0.008367032
5760	-29.8247	-23.3657	-6.45901	0.01	1.725979	-2.402681	0.003956573
5770	-30.8281	-25.3763	-5.45185	0.01	1.235848	-1.706898	0.0196382
5780	-29.0744	-24.1738	-4.9006	0.01	0.8931789	-2.565178	0.002721585
5790	-28.7233	-23.6328	-5.09046	0.01	1.029902	-2.339906	0.004571874
5800	-29.4273	-23.2192	-6.20808	0.01	1.607917	-2.30037	0.005007605
5810	-29.2777	-24.2604	-5.01734	0.01	0.9815812	-2.610332	0.002452836
5820	-29.4593	-24.209	-5.2503	0.01	1.125766	-2.61303	0.002437642
5830	-29.4022	-23.0357	-6.36651	0.01	1.682582	-2.1079	0.007800092
5840	-28.9348	-23.3644	-5.57041	0.01	1.297277	-2.263376	0.005452853
5850	-30.0853	-22.8968	-7.18848	0.01	2.067169	-1.969682	0.01072303
5860	-30.5705	-22.9408	-7.6297	0.01	2.275426	-2.328701	0.00469136
5870	-29.1441	-23.5846	-5.55949	0.01	1.291693	-1.981982	0.01042362
5880	-28.6428	-23.8743	-4.76849	0.01	0.6530949	-2.252012	0.005597418
5890	-30.1822	-25.384	-4.79816	0.01	0.60227	-2.910219	0.001229647
5900	-30.0269	-23.1373	-6.88951	0.01	1.92721	-1.922584	0.01195131
5910	-29.1839	-24.3864	-4.7975	0.01	0.6030275	-2.007468	0.009829505
5920	-29.2821	-24.4037	-4.8784	0.01	0.5406873	-2.586231	0.002592802
5930	-28.9561	-23.3627	-5.59334	0.01	1.308955	-2.082824	0.008263718
5940	-28.956	-23.9832	-4.9728	0.01	0.9499629	-2.50056	0.003158204
5950	-29.6141	-24.1562	-5.45796	0.01	1.239061	-2.610429	0.002452287
5960	-30.1631	-24.0721	-6.09099	0.01	1.552352	-1.808343	0.01554736
5970	-31.3005	-22.4719	-8.82868	0.01	2.859729	-2.230184	0.005885938
5980	-29.1074	-23.3829	-5.72449	0.01	1.374725	-2.317992	0.004808483
5990	-29.9018	-24.6265	-5.27531	0.01	1.139944	-2.741622	0.001812916
6000	-28.5756	-23.6658	-4.90984	0.01	0.9009538	-2.277646	0.005276596
6010	-29.482	-24.1869	-5.29511	0.01	0.4103814	-2.421618	0.003787753
6020	-28.8995	-24.0724	-4.82707	0.01	0.5748837	-2.130164	0.007410308
6030	-29.187	-24.1254	-5.06159	0.01	1.01127	-1.928786	0.01178186
6040	-30.5389	-25.631	-4.90784	0.01	0.8992889	-2.993777	0.001014433
6050	-29.1645	-24.3928	-4.77165	0.01	0.7332174	-2.618474	0.002407276
6060	-28.9468	-24.1692	-4.77756	0.01	0.7478925	-2.534119	0.00292335
6070	-29.3414	-23.4522	-5.88921	0.01	1.455439	-1.968289	0.01075748
6080	-28.8632	-23.3469	-5.51637	0.01	1.269509	-2.206302	0.006218676
6090	-28.8035	-23.9366	-4.86698	0.01	0.8630351	-2.032663	0.009275498
6100	-29.9715	-23.4778	-6.49364	0.01	1.742202	-1.879061	0.01321109
6110	-28.6122	-23.6423	-4.96997	0.01	0.9478809	-2.140456	0.007236752
6120	-28.5997	-23.688	-4.91176	0.01	0.9025463	-2.13997	0.007244865
6130	-29.7631	-23.5807	-6.18241	0.01	1.59577	-1.891111	0.01284957
6140	-28.6763	-23.8065	-4.86982	0.01	0.8657105	-2.384785	0.004123015
6150	-28.5501	-23.748	-4.80216	0.01	0.7901207	-2.225466	0.005950228
6160	-33.0811	-25.671	-7.41012	0.01	2.171459	-3.056264	0.0008784892
6170	-29.2273	-24.3154	-4.91192	0.01	0.5232911	-2.061601	0.008677591
6180	-28.8995	-23.9959	-4.90368	0.01	0.5273187	-2.272739	0.005336553
6190	-28.9427	-23.8758	-5.06695	0.01	1.014763	-2.468871	0.003397258
6200	-29.1227	-23.8635	-5.25915	0.01	1.130804	-2.489179	0.003242058
6210	-29.1522	-24.3018	-4.85032	0.01	0.8467149	-2.604255	0.002487394
6220	-31.0419	-22.6666	-8.37537	0.01	2.635019	-2.276976	0.005284745
6230	-29.8051	-23.849	-5.95603	0.01	1.487732	-2.54219	0.002869526
6240	-32.6444	-22.0928	-10.5516	0.01	3.7668	-2.222025	0.005997569
6250	-29.2791	-23.1101	-6.16891	0.01	1.589371	-2.101164	0.007922015
6260	-29.9464	-23.1168	-6.82958	0.01	1.899212	-1.937774	0.01154054
6270	-29.4547	-23.1337	-6.32094	0.01	1.661156	-2.262989	0.005457716
6280	-28.7594	-23.5739	-5.18554	0.01	1.088158	-2.083026	0.008259893
6290	-30.6121	-25.2369	-5.37529	0.01	1.195035	-1.728069	0.01870383
6300	-29.8357	-24.8255	-5.01017	0.01	0.976622	-1.820442	0.01512023
6310	-29.6101	-24.6578	-4.95227	0.01	0.934635	-2.730958	0.001857983
6320	-30.7272	-25.9637	-4.76347	0.01	0.680698	-3.067329	0.0008563882
6330	-29.2263	-24.1098	-5.11646	0.01	0.4514801	-2.378718	0.004181019
6340	-29.5438	-24.763	-4.78074	0.01	0.6259836	-2.728997	0.001866392
6350	-29.7151	-24.1649	-5.55021	0.01	0.3670471	-2.273947	0.00532173
6360	-28.5466	-23.7224	-4.82418	0.01	0.8183118	-2.243614	0.005706708
6370	-29.2499	-23.1248	-6.12512	0.01	1.56859	-2.189628	0.006462068
6380	-30.5933	-24.4184	-6.1749	0.01	1.592211	-2.722028	0.001896584
6390	-28.6306	-23.7364	-4.89427	0.01	0.8877368	-2.11342	0.007701587
6400	-29.6723	-23.8953	-5.77695	0.01	1.40063	-1.871906	0.01343057
6410	-28.5823	-23.5999	-4.98246	0.01	0.956992	-2.217861	0.006055342
6420	-28.588	-23.5925	-4.99546	0.01	0.9662994	-2.201986	0.006280792
6430	-30.6692	-22.5874	-8.08182	0.01	2.492102	-2.195396	0.006376815
6440	-28.6994	-23.5587	-5.14065	0.01	1.061176	-2.114307	0.007685874
6450	-31.6629	-22.644	-9.01894	0.01	2.955616	-1.832526	0.0147053
6460	-32.3397	-25.6253	-6.71444	0.01	1.845431	-3.034207	0.0009242574
6470	-29.8964	-24.507	-5.38937	0.01	1.202619	-2.713064	0.001936135
6480	-29.1819	-24.395	-4.7869	0.01	0.6165182	-2.598371	0.002521327
6490	-29.4862	-24.0481	-5.43806	0.01	1.228573	-2.573448	0.00267025
6500	-28.9653	-24.202	-4.76329	0.01	0.686156	-2.533855	0.002925127
6510	-30.0997	-25.3078	-4.79186	0.01	0.6098566	-1.848065	0.01418846
6520	-29.8912	-23.7327	-6.15852	0.01	1.584445	-2.516171	0.003046697
6530	-30.0015	-24.7633	-5.23828	0.01	0.4221746	-2.701265	0.001989461
6540	-28.7181	-23.9488	-4.76922	0.01	0.7257675	-2.097313	0.007992584
6550	-29.8162	-23.4703	-6.34596	0.01	1.672921	-1.898035	0.01264634
