Iteration	Posterior	Likelihood	Prior	distance_scale	extirpation_rate	log10_rate_bg	rate_bg
6560	-31.7332	-24.32	-7.41315	0.01	2.172888	-2.737185	0.001831534
6570	-30.4973	-23.3766	-7.12068	0.01	2.035373	-1.837508	0.01453757
6580	-32.2746	-26.0935	-6.18115	0.01	1.595171	-3.13381	0.0007348352
6590	-28.7093	-23.9449	-4.76442	0.01	0.6710716	-2.136037	0.007310762
6600	-30.0335	-22.8208	-7.21265	0.01	2.078517	-2.008955	0.00979592
6610	-29.677	-24.6817	-4.99535	0.01	0.4888803	-2.682695	0.00207637
6620	-28.8759	-24.0766	-4.79921	0.01	0.7858613	-2.502693	0.003142728
6630	-29.0467	-23.3259	-5.72086	0.01	1.372926	-2.274425	0.005315875
6640	-30.2493	-25.4788	-4.77044	0.01	0.7296685	-2.944482	0.001136365
6650	-31.941	-25.6228	-6.3182	0.01	1.659865	-1.622443	0.02385379
6660	-33.2431	-22.7811	-10.4619	0.01	3.717289	-2.441814	0.003615645
6670	-29.0167	-24.2365	-4.78019	0.01	0.6269147	-2.038582	0.009149943
6680	-29.7142	-22.8935	-6.82071	0.01	1.89507	-2.160571	0.006909226
6690	-31.429	-26.6603	-4.76867	0.01	0.6525318	-3.237595	0.0005786354
6700	-29.5236	-24.187	-5.3366	0.01	0.4023614	-2.197011	0.006353149
6710	-29.0048	-24.0387	-4.96617	0.01	0.4998215	-2.231247	0.005871549
6720	-28.788	-23.4074	-5.38066	0.01	1.19793	-2.223064	0.005983241
6730	-28.8822	-24.088	-4.79417	0.01	0.6069694	-2.452693	0.003526199
6740	-29.1773	-23.1526	-6.0247	0.01	1.520701	-2.127044	0.00746374
6750	-28.7748	-23.4284	-5.34649	0.01	1.179396	-2.237373	0.005789311
6760	-30.4163	-22.5816	-7.83468	0.01	2.373187	-2.121677	0.00755654
6770	-29.9213	-22.8226	-7.09877	0.01	2.025104	-2.175144	0.00668122
6780	-29.0903	-23.453	-5.63732	0.01	1.331189	-2.017152	0.009612765
6790	-28.5815	-23.6214	-4.96015	0.01	0.940582	-2.252698	0.005588584
6800	-30.1444	-25.3365	-4.80785	0.01	0.591985	-1.849261	0.01414942
6810	-28.9975	-24.2305	-4.76708	0.01	0.7178817	-2.553107	0.002798292
6820	-29.8326	-24.1273	-5.70534	0.01	1.365217	-2.616421	0.002418684
6830	-30.1226	-24.03	-6.09264	0.01	1.553141	-2.607487	0.002468952
6840	-28.6658	-23.7902	-4.87562	0.01	0.8710936	-2.376163	0.004205689
6850	-30.0858	-24.4159	-5.66992	0.01	1.347553	-1.797801	0.01592937
6860	-29.1805	-23.5596	-5.62087	0.01	1.322897	-2.399378	0.003986776
6870	-29.9721	-24.6141	-5.358	0.01	1.185666	-2.74221	0.001810463
6880	-29.467	-23.989	-5.47801	0.01	1.249568	-1.891001	0.01285283
6890	-28.9347	-23.3048	-5.62994	0.01	1.327472	-2.133618	0.007351598
6900	-30.9368	-24.387	-6.54976	0.01	0.2671049	-2.187781	0.006489622
6910	-29.7035	-23.3437	-6.35984	0.01	1.679449	-1.930835	0.01172642
6920	-28.8444	-23.6823	-5.16213	0.01	1.07419	-2.389636	0.00407722
6930	-31.9273	-22.08	-9.84727	0.01	3.385032	-2.132521	0.007370202
6940	-31.8381	-24.15	-7.68814	0.01	2.303222	-2.702478	0.001983911
6950	-28.9905	-23.276	-5.71456	0.01	1.369802	-2.121331	0.007562564
6960	-28.6785	-23.6646	-5.01389	0.01	0.9792004	-2.337861	0.004593448
6970	-28.8823	-24.0319	-4.85041	0.01	0.5578171	-2.168885	0.006778216
6980	-34.5637	-26.9979	-7.56574	0.01	2.245065	-3.352396	0.0004442258
6990	-30.5727	-25.6594	-4.91326	0.01	0.522653	-2.979823	0.001047555
7000	-29.1669	-23.2082	-5.95875	0.01	1.48904	-2.2329	0.005849242
7010	-29.2347	-24.454	-4.78074	0.01	0.7545878	-2.643505	0.002272456
7020	-33.0862	-25.5645	-7.52175	0.01	2.224223	-3.03397	0.0009247615
7030	-29.0694	-23.9929	-5.07653	0.01	1.020972	-1.956653	0.01104961
7040	-29.3347	-24.5586	-4.77608	0.01	0.6344617	-1.957712	0.01102269
7050	-28.6951	-23.9231	-4.772	0.01	0.6433817	-2.346386	0.004504167
7060	-29.8338	-25.0578	-4.77599	0.01	0.7443121	-2.829861	0.001479583
7070	-29.1947	-23.1568	-6.03785	0.01	1.526995	-2.19622	0.006364737
7080	-29.4784	-22.9998	-6.47864	0.01	1.735175	-2.163461	0.00686339
7090	-28.9786	-23.2636	-5.71499	0.01	1.370012	-2.172715	0.006718689
7100	-31.9955	-27.2297	-4.76583	0.01	0.7122606	-1.650168	0.02237853
7110	-29.1417	-24.2122	-4.92955	0.01	0.9169782	-2.583439	0.002609521
7120	-30.1143	-23.994	-6.12031	0.01	1.566303	-1.818029	0.01520445
7130	-29.3844	-24.2028	-5.18162	0.01	1.085836	-1.892148	0.01281893
7140	-28.6924	-23.7068	-4.98553	0.01	0.9592082	-2.084049	0.008240449
7150	-28.8158	-23.6811	-5.13469	0.01	1.057528	-2.383156	0.004138509
7160	-31.7582	-23.2668	-8.49136	0.01	2.692038	-2.49407	0.003205751
7170	-29.9756	-24.1586	-5.81696	0.01	1.420257	-1.821324	0.01508953
7180	-28.9679	-23.9353	-5.03254	0.01	0.9919512	-1.981941	0.01042458
7190	-29.3226	-23.6176	-5.70501	0.01	1.365054	-2.43546	0.003668938
7200	-29.8827	-24.5666	-5.31609	0.01	0.4062679	-2.624275	0.002375338
7210	-32.4034	-22.1229	-10.2806	0.01	3.617986	-2.210961	0.006152316
7220	-29.7254	-23.7182	-6.00721	0.01	1.51232	-2.500657	0.003157498
7230	-29.5531	-24.2368	-5.31632	0.01	0.4062243	-2.161766	0.006890234
7240	-29.212	-23.1946	-6.01738	0.01	1.517198	-2.238237	0.00577781
7250	-29.3092	-23.281	-6.02823	0.01	1.522393	-2.308408	0.00491577
7260	-28.8677	-23.3354	-5.53232	0.01	1.277743	-2.174356	0.006693354
7270	-28.784	-24.0116	-4.77237	0.01	0.7352061	-2.064843	0.008613053
7280	-33.3526	-28.576	-4.77659	0.01	0.6334443	-3.679957	0.0002089501
7290	-29.0842	-24.2166	-4.86764	0.01	0.8636573	-2.575964	0.002654825
7300	-29.3629	-23.4732	-5.88973	0.01	1.455693	-2.391631	0.004058535
7310	-29.6004	-24.3484	-5.25198	0.01	1.126727	-2.657619	0.002199789
7320	-29.4701	-24.0896	-5.38051	0.01	1.197851	-2.583168	0.002611151
7330	-29.1179	-24.1096	-5.0083	0.01	0.9753192	-2.555621	0.002782138
7340	-30.9141	-23.8728	-7.04125	0.01	1.998171	-2.605158	0.002482228
7350	-30.4784	-25.7124	-4.76596	0.01	0.6626207	-3.001971	0.0009954723
7360	-29.7589	-24.9313	-4.82762	0.01	0.8223029	-1.842828	0.01436058
7370	-31.4615	-26.6938	-4.76765	0.01	0.6559158	-3.245739	0.0005678858
7380	-28.7377	-23.9744	-4.76328	0.01	0.6869031	-2.108259	0.007793648
7390	-28.7462	-23.9369	-4.80936	0.01	0.5904994	-2.245163	0.005686396
7400	-29.6862	-24.5322	-5.15403	0.01	1.069309	-1.840793	0.01442804
7410	-29.3137	-23.1394	-6.17431	0.01	1.59193	-2.230653	0.00587959
7420	-29.324	-23.7513	-5.5727	0.01	1.298447	-2.476935	0.003334766
7430	-29.4966	-23.6778	-5.81874	0.01	1.421124	-2.470734	0.003382716
7440	-28.582	-23.7523	-4.82966	0.01	0.8246323	-2.31438	0.00484864
7450	-29.7522	-24.578	-5.17427	0.01	0.4367856	-2.028033	0.009374909
7460	-28.5802	-23.8125	-4.76772	0.01	0.7204426	-2.231435	0.005869009
7470	-28.6348	-23.8485	-4.78633	0.01	0.7651751	-2.128432	0.007439915
7480	-30.3589	-22.6732	-7.68565	0.01	2.302037	-2.184266	0.006542348
7490	-28.7145	-23.941	-4.7735	0.01	0.7382111	-2.416597	0.003831797
7500	-29.9454	-23.1219	-6.82352	0.01	1.896383	-1.936882	0.01156425
7510	-29.2434	-23.6854	-5.55803	0.01	1.290947	-2.448491	0.003560481
7520	-28.9139	-23.549	-5.36486	0.01	1.189392	-2.039626	0.009127963
7530	-30.6996	-23.8957	-6.80393	0.01	1.887231	-2.601478	0.002503351
7540	-28.7164	-23.9209	-4.79544	0.01	0.6054358	-2.280878	0.005237477
7550	-28.5637	-23.7714	-4.7923	0.01	0.7752647	-2.196596	0.006359225
7560	-28.7912	-23.8064	-4.98478	0.01	0.9586659	-2.037987	0.009162486
7570	-31.705	-26.8822	-4.82288	0.01	0.5783206	-3.28855	0.0005145766
7580	-28.7785	-23.9564	-4.82209	0.01	0.5789872	-2.225486	0.005949962
7590	-30.3345	-25.012	-5.32242	0.01	0.4050508	-2.782408	0.00165041
7600	-30.3211	-25.386	-4.93509	0.01	0.9213599	-2.931873	0.001169843
7610	-28.731	-23.548	-5.1831	0.01	1.08671	-2.301686	0.004992457
7620	-29.3411	-24.2108	-5.13038	0.01	0.4477917	-2.460557	0.003462921
7630	-29.1487	-23.6978	-5.45086	0.01	1.235328	-2.441645	0.003617051
7640	-28.8381	-23.7658	-5.07235	0.01	1.018273	-2.416902	0.003829112
7650	-28.949	-23.2818	-5.66719	0.01	1.346188	-2.168186	0.006789131
7660	-28.594	-23.7456	-4.84845	0.01	0.8448099	-2.1415	0.007219389
7670	-30.7248	-24.4205	-6.30429	0.01	1.653316	-2.727359	0.001873446
7680	-28.657	-23.8928	-4.76422	0.01	0.7023465	-2.362128	0.004343824
7690	-31.9404	-26.4757	-5.46471	0.01	1.242604	-3.211596	0.0006143331
7700	-30.8518	-25.9255	-4.9263	0.01	0.9143867	-3.068314	0.0008544478
7710	-29.5758	-23.4413	-6.13452	0.01	1.573057	-2.403829	0.003946122
7720	-29.6963	-23.8338	-5.86253	0.01	1.442485	-2.530748	0.002946131
7730	-30.8732	-25.6183	-5.25495	0.01	0.4186099	-2.961972	0.00109151
7740	-32.9713	-27.1226	-5.84864	0.01	1.435721	-1.543419	0.02861415
7750	-29.6047	-23.9627	-5.64204	0.01	1.333565	-2.559258	0.002758937
7760	-28.6237	-23.695	-4.92874	0.01	0.9163299	-2.325961	0.004721056
7770	-29.2076	-23.5061	-5.70158	0.01	1.363348	-2.383862	0.004131787
7780	-28.7359	-23.5506	-5.18537	0.01	1.088058	-2.30496	0.004954958
7790	-29.4621	-23.0974	-6.36471	0.01	1.681737	-2.036619	0.009191385
7800	-28.7254	-23.4485	-5.27691	0.01	1.140843	-2.214589	0.006101142
7810	-28.8068	-23.9748	-4.83192	0.01	0.571063	-2.335568	0.004617769
7820	-29.0139	-23.3887	-5.62516	0.01	1.325063	-2.300574	0.005005258
7830	-28.8401	-23.7889	-5.05128	0.01	1.004483	-2.024217	0.009457636
7840	-30.4831	-22.7183	-7.7648	0.01	2.339775	-2.231498	0.005868158
7850	-28.6495	-23.8858	-4.7637	0.01	0.6972898	-2.157412	0.006959662
7860	-29.3736	-24.4067	-4.96689	0.01	0.9456037	-2.65409	0.002217737
7870	-32.7249	-23.0872	-9.63775	0.01	3.274494	-2.492162	0.003219869
7880	-28.6036	-23.678	-4.92558	0.01	0.9138092	-2.307029	0.004931407
7890	-28.6338	-23.5342	-5.09959	0.01	1.035686	-2.188529	0.006478446
7900	-28.7611	-23.9557	-4.80545	0.01	0.5944027	-2.336566	0.004607165
7910	-30.0048	-25.2298	-4.77508	0.01	0.6364796	-1.850906	0.01409594
7920	-30.0683	-22.8406	-7.22766	0.01	2.085563	-1.992251	0.01018003
7930	-28.8735	-23.3511	-5.52234	0.01	1.272596	-2.22177	0.006001082
7940	-30.1018	-25.3209	-4.78093	0.01	0.7549806	-2.903765	0.001248059
7950	-29.4097	-24.0992	-5.31049	0.01	1.159594	-2.581012	0.002624145
7960	-28.7899	-23.5386	-5.25134	0.01	1.126363	-2.081066	0.008297238
7970	-28.9437	-24.1781	-4.76558	0.01	0.7109898	-2.529369	0.002955501
7980	-29.6687	-24.3541	-5.31456	0.01	1.16185	-2.663351	0.002170948
7990	-28.5538	-23.6644	-4.88941	0.01	0.883486	-2.233775	0.005837477
8000	-29.6517	-22.999	-6.65277	0.01	1.81662	-2.02772	0.009381659
8010	-28.7496	-23.9379	-4.81169	0.01	0.5882622	-2.286181	0.005173917
8020	-29.1633	-23.6567	-5.50662	0.01	1.264463	-1.968337	0.0107563
8030	-28.621	-23.8574	-4.76361	0.01	0.678497	-2.218386	0.006048025
8040	-30.1467	-24.1599	-5.98686	0.01	1.502556	-2.641038	0.002285399
8050	-30.6423	-23.9783	-6.66393	0.01	1.821836	-1.773734	0.01683703
8060	-32.0557	-25.7235	-6.33222	0.01	0.2834546	-2.981968	0.001042394
8070	-28.765	-24.0014	-4.76363	0.01	0.6782838	-2.100207	0.007939491
8080	-28.6666	-23.5547	-5.11194	0.01	1.043441	-2.275256	0.005305717
8090	-30.3611	-23.0123	-7.34875	0.01	2.142523	-2.333857	0.004635992
8100	-28.7673	-23.5231	-5.24422	0.01	1.122297	-2.301455	0.004995104
8110	-29.721	-24.3173	-5.40368	0.01	0.3902913	-2.501557	0.003150961
8120	-29.2078	-24.099	-5.10878	0.01	0.4535579	-2.220613	0.006017093
8130	-28.7525	-23.48	-5.27247	0.01	1.138342	-2.268595	0.005387722
8140	-30.1441	-24.0664	-6.0777	0.01	1.546019	-1.810477	0.01547116
8150	-29.5279	-24.5495	-4.97838	0.01	0.4951236	-2.635055	0.002317104
8160	-29.3929	-24.2045	-5.18835	0.01	1.089822	-2.606731	0.002473256
8170	-29.2231	-23.9872	-5.23589	0.01	1.117517	-2.534683	0.002919557
8180	-28.8921	-23.3338	-5.55827	0.01	1.291067	-2.136447	0.007303864
8190	-31.4191	-22.2862	-9.13281	0.01	3.013477	-1.944485	0.01136357
8200	-30.1716	-22.7516	-7.41999	0.01	2.176119	-2.192277	0.006422779
8210	-30.6806	-23.1507	-7.52991	0.01	2.228087	-2.403452	0.003949551
8220	-29.322	-24.5188	-4.80326	0.01	0.7916621	-2.67063	0.002134863
8230	-30.3188	-23.5327	-6.78607	0.01	1.878888	-2.488259	0.003248932
8240	-30.9282	-24.5044	-6.42379	0.01	1.709467	-1.723682	0.01889373
8250	-29.2769	-24.4955	-4.78136	0.01	0.7558324	-1.930887	0.01172501
8260	-28.7499	-23.4286	-5.32129	0.01	1.165569	-2.212661	0.006128284
8270	-32.7016	-21.9494	-10.7521	0.01	3.878474	-2.174938	0.00668439
8280	-29.7956	-23.2288	-6.56684	0.01	1.776456	-2.353233	0.004433709
8290	-29.4492	-23.3555	-6.09374	0.01	1.553664	-2.359509	0.004370093
8300	-29.6567	-24.6843	-4.97246	0.01	0.9497097	-2.740363	0.001818179
8310	-29.4997	-24.4268	-5.07294	0.01	1.018655	-2.669481	0.002140521
8320	-30.8076	-25.7347	-5.07285	0.01	0.4637415	-2.99641	0.001008301
8330	-30.633	-22.6655	-7.96755	0.01	2.436965	-2.228696	0.005906137
8340	-31.2008	-23.1975	-8.00326	0.01	2.454166	-2.448549	0.003560009
8350	-28.6389	-23.756	-4.88284	0.01	0.8776523	-2.354401	0.004421803
8360	-28.8501	-23.4104	-5.43965	0.01	1.229412	-2.105239	0.007848036
8370	-29.7983	-22.98	-6.81825	0.01	1.89392	-2.248447	0.005643555
8380	-28.5784	-23.6343	-4.9441	0.01	0.9283774	-2.177619	0.006643251
8390	-29.0758	-24.0584	-5.01741	0.01	0.4812066	-2.232791	0.005850714
8400	-28.9368	-23.5751	-5.36176	0.01	1.187708	-2.367275	0.004292643
8410	-30.8002	-23.1231	-7.67703	0.01	2.297932	-1.840194	0.01444795
8420	-29.1768	-23.4783	-5.69846	0.01	1.361795	-2.369246	0.004273205
8430	-29.2069	-23.5639	-5.64302	0.01	1.334058	-1.973567	0.01062755
8440	-29.2651	-24.349	-4.91613	0.01	0.5212916	-2.052253	0.00886639
8450	-29.5673	-24.0174	-5.54988	0.01	1.286772	-1.87598	0.01330517
8460	-30.1145	-24.334	-5.78055	0.01	1.402401	-2.682025	0.002079577
8470	-29.0659	-24.2617	-4.80421	0.01	0.792991	-2.580297	0.002628471
8480	-29.1683	-23.7882	-5.38012	0.01	1.197641	-2.471955	0.003373223
8490	-31.5622	-23.4797	-8.08258	0.01	2.492467	-2.537458	0.002900963
8500	-30.4866	-23.2749	-7.21174	0.01	2.078089	-2.426438	0.003745952
8510	-29.7304	-23.7881	-5.9423	0.01	1.481116	-2.520539	0.003016207
8520	-30.5302	-23.6176	-6.91256	0.01	1.937985	-2.523038	0.002998899
8530	-28.8958	-23.323	-5.57278	0.01	1.298486	-2.199807	0.006312371
8540	-29.439	-24.5074	-4.93156	0.01	0.5142384	-2.013096	0.009702949
8550	-28.6373	-23.7639	-4.87338	0.01	0.869027	-2.355833	0.004407238
8560	-29.4464	-24.5892	-4.85723	0.01	0.8536177	-1.886045	0.01300034
8570	-28.7768	-23.4236	-5.35323	0.01	1.183074	-2.141482	0.007219688
8580	-30.2085	-24.6277	-5.58076	0.01	0.3626466	-2.639909	0.002291347
8590	-30.1601	-24.8171	-5.34297	0.01	0.4011702	-2.716987	0.001918725
8600	-28.7627	-23.9564	-4.80634	0.01	0.5934926	-2.336484	0.004608038
8610	-28.8441	-23.7378	-5.10629	0.01	1.039904	-2.028083	0.009373839
8620	-32.2421	-23.0822	-9.15994	0.01	3.027317	-1.739926	0.0182001
8630	-29.5072	-23.2334	-6.27383	0.01	1.638965	-2.319081	0.004796439
8640	-28.9265	-24.0725	-4.85403	0.01	0.8504458	-1.995407	0.01010631
8650	-29.3104	-23.9786	-5.33175	0.01	1.171323	-2.540522	0.002880566
8660	-29.6802	-22.9346	-6.74562	0.01	1.859998	-2.189372	0.006465888
8670	-30.4162	-22.6332	-7.783	0.01	2.348467	-2.003443	0.009921028
8680	-30.0279	-25.0521	-4.97579	0.01	0.4961052	-2.804943	0.001566955
8690	-29.82	-23.8287	-5.9913	0.01	1.504691	-2.537675	0.002899515
8700	-32.4394	-27.6758	-4.76356	0.01	0.6793184	-3.476146	0.0003340824
8710	-29.1933	-24.4072	-4.78614	0.01	0.6175996	-1.996766	0.01007475
8720	-32.131	-25.7434	-6.38763	0.01	0.2790943	-2.987188	0.00102994
8730	-28.755	-23.9601	-4.7949	0.01	0.7793752	-2.06308	0.008648083
8740	-29.5586	-24.3435	-5.21512	0.01	0.4272828	-2.528971	0.00295821
8750	-28.5911	-23.8265	-4.76463	0.01	0.7053452	-2.265648	0.00542441
8760	-30.0304	-24.9382	-5.0922	0.01	0.458161	-2.765006	0.001717886
8770	-28.9306	-24.1656	-4.76497	0.01	0.7075524	-2.523023	0.002999004
8780	-29.0659	-24.1563	-4.9096	0.01	0.5244135	-2.46014	0.003466248
8790	-28.8134	-23.826	-4.98735	0.01	0.9605143	-2.430498	0.003711094
8800	-29.8252	-24.1743	-5.65092	0.01	0.3530317	-2.328525	0.004693259
8810	-28.5923	-23.8279	-4.76439	0.01	0.7036338	-2.235172	0.005818728
8820	-28.6929	-23.6492	-5.04367	0.01	0.999422	-2.336669	0.004606079
8830	-29.0436	-23.3687	-5.67496	0.01	1.350073	-2.297309	0.005043028
8840	-30.044	-24.7164	-5.32756	0.01	0.4040701	-2.681523	0.002081983
8850	-28.7584	-23.5205	-5.23789	0.01	1.118666	-2.296721	0.005049853
8860	-31.2798	-24.4384	-6.84136	0.01	0.2479984	-2.514896	0.003055651
8870	-29.1376	-23.2863	-5.85127	0.01	1.437002	-2.05313	0.008848499
8880	-29.3955	-24.6321	-4.76334	0.01	0.6908668	-2.69466	0.002019948
8890	-29.2394	-23.3734	-5.866	0.01	1.444172	-2.337062	0.004601911
8900	-28.8615	-24.0786	-4.78284	0.01	0.7587311	-2.496584	0.003187249
8910	-28.8447	-24.0291	-4.81557	0.01	0.5846797	-2.402309	0.003959965
8920	-28.9988	-23.9647	-5.03408	0.01	0.9929911	-1.973431	0.01063088
8930	-31.4789	-23.8801	-7.59879	0.01	2.260743	-2.629028	0.002349481
8940	-28.609	-23.7568	-4.85221	0.01	0.8486276	-2.128906	0.007431802
8950	-31.6617	-24.8617	-6.80004	0.01	0.2505371	-2.709281	0.001953075
8960	-28.9694	-23.7505	-5.21882	0.01	1.107659	-1.995522	0.01010365
8970	-32.2662	-26.8422	-5.42401	0.01	1.221123	-3.295754	0.0005061113
8980	-28.6561	-23.8257	-4.8304	0.01	0.8254622	-2.100491	0.007934308
8990	-30.0468	-24.6047	-5.44208	0.01	0.3838206	-2.044515	0.009025782
9000	-29.5296	-24.2603	-5.26927	0.01	0.4156198	-2.142968	0.007195027
9010	-28.8879	-23.4588	-5.42908	0.01	1.223816	-2.304521	0.004959973
9020	-28.9122	-24.1453	-4.7669	0.01	0.6586846	-2.053282	0.008845403
9030	-28.6041	-23.832	-4.77212	0.01	0.7345142	-2.170101	0.006759258
9040	-29.1659	-24.37	-4.79595	0.01	0.7809933	-2.618043	0.002409666
9050	-29.1399	-24.209	-4.93093	0.01	0.9180759	-1.939009	0.01150778
9060	-31.1976	-23.5928	-7.60473	0.01	2.263567	-2.549188	0.002823655
9070	-31.7428	-25.112	-6.63076	0.01	1.806338	-1.648057	0.02248759
9080	-29.2669	-24.1467	-5.12027	0.01	1.048631	-2.581002	0.002624207
9090	-29.0333	-24.0647	-4.96856	0.01	0.9468373	-2.533161	0.002929807
9100	-30.799	-22.4272	-8.37182	0.01	2.633281	-2.026669	0.009404405
9110	-31.2212	-22.7338	-8.4873	0.01	2.690037	-2.315739	0.00483349
9120	-30.7843	-22.5929	-8.19141	0.01	2.545233	-1.943644	0.01138559
9130	-29.9535	-22.8775	-7.07607	0.01	2.014474	-2.003603	0.009917388
9140	-28.5922	-23.6947	-4.8975	0.01	0.8905211	-2.306003	0.004943076
9150	-30.4563	-22.8324	-7.6239	0.01	2.272671	-1.927741	0.01181024
9160	-28.7665	-23.5089	-5.25763	0.01	1.12994	-2.293133	0.005091749
9170	-29.6938	-24.0235	-5.67032	0.01	1.347753	-2.581316	0.002622309
9180	-29.8329	-23.1441	-6.68883	0.01	1.83347	-1.949005	0.01124593
9190	-28.9138	-23.308	-5.60578	0.01	1.315264	-2.15318	0.007027816
9200	-29.0125	-23.7177	-5.2948	0.01	1.150871	-1.989912	0.01023499
9210	-29.1142	-23.6245	-5.48974	0.01	1.25569	-2.413083	0.003862934
9220	-29.5676	-23.1614	-6.40615	0.01	1.701195	-1.990594	0.01021894
9230	-29.1614	-23.1561	-6.00536	0.01	1.511437	-2.155269	0.00699408
9240	-28.9576	-24.1907	-4.76688	0.01	0.717051	-2.014103	0.009680474
9250	-31.3441	-25.0128	-6.33124	0.01	1.665999	-2.879993	0.001318278
9260	-29.4163	-24.4664	-4.94981	0.01	0.9327588	-1.885407	0.01301945
9270	-28.9965	-23.298	-5.69856	0.01	1.361845	-2.237736	0.005784479
9280	-30.3323	-23.9647	-6.36758	0.01	1.683085	-1.80023	0.01584055
9290	-28.687	-23.9237	-4.76329	0.01	0.6859113	-2.378145	0.004186541
9300	-29.1029	-23.7171	-5.38582	0.01	1.200713	-2.442187	0.003612545
9310	-28.6353	-23.8698	-4.76548	0.01	0.6648998	-2.291174	0.005114768
9320	-28.9451	-23.4189	-5.52625	0.01	1.274612	-2.298976	0.005023705
9330	-30.3894	-24.57	-5.81945	0.01	1.421474	-2.749717	0.001779439
9340	-29.2684	-24.5026	-4.7658	0.01	0.7121302	-2.653988	0.002218255
9350	-28.6514	-23.8818	-4.76958	0.01	0.6497953	-2.287047	0.005163603
9360	-29.722	-23.6346	-6.08737	0.01	1.550627	-1.890079	0.01288016
9370	-32.083	-23.4907	-8.59229	0.01	2.741915	-1.714362	0.0193036
9380	-34.6895	-21.9118	-12.7777	0.01	5.087565	-2.299409	0.005018693
9390	-29.6952	-23.4047	-6.29053	0.01	1.646836	-1.922505	0.01195351
9400	-28.7193	-23.8592	-4.86008	0.01	0.8564148	-2.066135	0.008587458
9410	-28.718	-23.6102	-5.10778	0.01	1.040838	-2.090687	0.008115462
9420	-29.8397	-22.8434	-6.99635	0.01	1.977158	-2.163316	0.00686568
9430	-31.0649	-24.5445	-6.5204	0.01	1.754731	-2.76727	0.001708952
9440	-28.87	-23.6176	-5.25246	0.01	1.126998	-2.370728	0.004258646
9450	-30.2338	-23.1937	-7.04008	0.01	1.997621	-2.382801	0.004141892
9460	-31.8231	-26.4527	-5.37039	0.01	1.192389	-3.204743	0.0006241047
9470	-29.1036	-24.1618	-4.94176	0.01	0.5098044	-2.457289	0.003489078
9480	-33.8557	-23.2589	-10.5968	0.01	3.791854	-2.570278	0.00268981
9490	-31.9474	-22.0736	-9.87385	0.01	3.399148	-2.132331	0.007373428
9500	-30.3264	-25.2942	-5.03218	0.01	0.9917068	-2.912218	0.001224
9510	-30.1595	-24.2896	-5.86997	0.01	0.3266487	-2.451886	0.00353276
9520	-29.1654	-24.3902	-4.77522	0.01	0.7424871	-1.956369	0.01105683
9530	-30.8892	-22.9779	-7.91129	0.01	2.409917	-2.366606	0.004299258
9540	-30.5082	-24.785	-5.72316	0.01	1.37407	-1.745888	0.01795196
9550	-29.3418	-24.5671	-4.77471	0.01	0.6372639	-2.665157	0.002161938
9560	-29.3852	-23.0816	-6.30354	0.01	1.652964	-2.209539	0.0061725
9570	-28.9776	-23.2768	-5.70079	0.01	1.362958	-2.20402	0.006251437
9580	-28.7968	-23.4975	-5.29932	0.01	1.153389	-2.297511	0.005040673
9590	-29.45	-23.9024	-5.54758	0.01	1.285592	-2.531313	0.002942302
9600	-30.2849	-22.6387	-7.64617	0.01	2.283254	-2.130051	0.007412228
9610	-29.4897	-22.9896	-6.50012	0.01	1.745236	-2.10697	0.007816826
9620	-29.4757	-24.6025	-4.87323	0.01	0.5436448	-1.980582	0.01045725
9630	-32.1479	-24.2162	-7.93177	0.01	2.419759	-1.664412	0.02165648
9640	-29.7807	-24.095	-5.68567	0.01	1.355422	-2.605174	0.00248214
9650	-29.1981	-24.0351	-5.16302	0.01	1.074726	-2.545116	0.002850254
9660	-28.6157	-23.7028	-4.91296	0.01	0.9035388	-2.32456	0.004736304
9670	-29.032	-23.3767	-5.65531	0.01	1.340233	-2.298725	0.005026606
9680	-28.7742	-23.6631	-5.11111	0.01	1.042923	-2.059386	0.00872196
9690	-30.4032	-23.2245	-7.17873	0.01	2.062593	-2.405624	0.003929852
9700	-31.2812	-22.3418	-8.93944	0.01	2.915435	-2.167745	0.006796026
9710	-28.6573	-23.8847	-4.77261	0.01	0.6419328	-2.257685	0.005524783
9720	-28.6123	-23.7155	-4.89678	0.01	0.8899066	-2.327215	0.004707442
9730	-29.2083	-23.21	-5.99831	0.01	1.508053	-2.063442	0.008640888
9740	-28.9415	-23.4654	-5.47608	0.01	1.248559	-2.052067	0.008870184
9750	-28.9622	-24.1453	-4.81683	0.01	0.5835481	-2.091228	0.008105352
9760	-28.7302	-23.5036	-5.22665	0.01	1.112193	-2.274242	0.005318121
9770	-29.2394	-23.2284	-6.01097	0.01	1.514126	-2.267471	0.005401686
9780	-29.427	-23.0452	-6.3818	0.01	1.689761	-2.192456	0.006420128
9790	-29.11	-23.781	-5.32907	0.01	1.169854	-2.463043	0.003443161
9800	-28.5851	-23.7954	-4.78969	0.01	0.7709771	-2.315627	0.004834742
9810	-28.8971	-23.9084	-4.98875	0.01	0.9615197	-2.470509	0.003384469
9820	-29.2717	-24.4867	-4.78499	0.01	0.6192911	-1.978016	0.01051924
9830	-28.7756	-23.4026	-5.373	0.01	1.193799	-2.191308	0.006437121
9840	-29.9185	-23.6001	-6.31834	0.01	1.659929	-1.871217	0.01345187
9850	-29.9026	-23.6977	-6.20494	0.01	1.606431	-2.507253	0.003109904
